rank,candidate_id,job_role,final_score,scoring_mode,skill_score,experience_score,education_score,semantic_score,rating,recommendation,priority,zone,explanation,bias_flags,missing_scores,rejection_reasons,source_file
262,Resume_1_Healthcare_Data_Analyst_Junior_skills,digital health analyst,53.65,passthrough,90.0,34.0,53.0,20.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=53.65 between 50.0 and 70.0. Top drivers: ATS match=54, Skill match=90, Experience=34.",,,,ranked_Digital_Health_Analyst_parsed_jd.json
263,Resume_4_Medical_Data_Analyst_skills,healthcare data scientist,53.55,passthrough,90.0,13.0,46.0,26.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=53.55 between 50.0 and 70.0. Top drivers: ATS match=54, Skill match=90, Experience=13.",,,,ranked_Healthcare_Data_Scientist_parsed_jd.json
264,Resume_1_Healthcare_Data_Analyst_Junior_skills,quality improvement analyst (healthcare),53.45,passthrough,90.0,40.0,53.0,10.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=53.45 between 50.0 and 70.0. Top drivers: ATS match=53, Skill match=90, Experience=40.",,,,ranked_quality_improvement_analyst_(healthcare)_parsed_jd.json
265,Resume_1_Healthcare_Data_Analyst_Junior_skills,insurance claims analyst,53.45,passthrough,90.0,36.0,53.0,16.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=53.45 between 50.0 and 70.0. Top drivers: ATS match=53, Skill match=90, Experience=36.",,,,ranked_Insurance_Claims_Analyst_parsed_jd.json
266,Resume_1_Healthcare_Data_Analyst_Junior_skills,genomics data analyst,53.45,passthrough,90.0,32.0,53.0,22.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=53.45 between 50.0 and 70.0. Top drivers: ATS match=53, Skill match=90, Experience=32.",,,,ranked_Genomics_Data_Analyst_parsed_jd.json
267,Resume_5_Health_Information_Analyst_skills,healthcare operations analyst,53.45,passthrough,84.0,50.0,51.0,7.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=53.45 between 50.0 and 70.0. Top drivers: ATS match=53, Skill match=84, Experience=50.",,,,ranked_Healthcare_Operations_Analyst_parsed_jd.json
268,Resume_5_Health_Information_Analyst_skills,public health data analyst (entry-level),53.45,passthrough,84.0,46.0,51.0,13.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=53.45 between 50.0 and 70.0. Top drivers: ATS match=53, Skill match=84, Experience=46.",,,,ranked_public_health_data_analyst_entrylevel_parsed_jd.json
269,Resume_1_Healthcare_Data_Analyst_Junior_skills,data analytics trainer,53.35,passthrough,90.0,27.0,53.0,29.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=53.35 between 50.0 and 70.0. Top drivers: ATS match=53, Skill match=90, Experience=27.",,,,ranked_Data_Analytics_Trainer_Healthcare_parsed_jd.json
270,Resume_5_Health_Information_Analyst_skills,fraud & compliance analyst,53.35,passthrough,84.0,43.0,51.0,17.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=53.35 between 50.0 and 70.0. Top drivers: ATS match=53, Skill match=84, Experience=43.",,,,ranked_fraud_compliance_analyst_parsed_jd.json
271,Amala_Resume_DS_DA_2026__skills,genomics data analyst,53.3,passthrough,90.0,42.0,36.0,19.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=53.3 between 50.0 and 70.0. Top drivers: ATS match=53, Skill match=90, Experience=42.",,,,Amala_Resume_DS_DA_2026__skills__Genomics_Data_Analyst_parsed_jd.json
272,Resume_6_Data_Entry_Analyst_Healthcare_skills,healthcare statistician,53.3,passthrough,82.0,57.0,34.0,12.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=53.3 between 50.0 and 70.0. Top drivers: ATS match=53, Skill match=82, Experience=57.",,,,ranked_healthcare_statistician_biostatistician_parsed_jd.json
273,Resume_1_Healthcare_Data_Analyst_Junior_skills,healthcare risk analyst,53.25,passthrough,90.0,38.0,53.0,12.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=53.25 between 50.0 and 70.0. Top drivers: ATS match=53, Skill match=90, Experience=38.",,,,ranked_Healthcare_Risk_Analyst_parsed_jd.json
274,Resume_1_Healthcare_Data_Analyst_Junior_skills,population health analyst,53.25,passthrough,90.0,34.0,53.0,18.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=53.25 between 50.0 and 70.0. Top drivers: ATS match=53, Skill match=90, Experience=34.",,,,ranked_Population_Health_Analyst_parsed_jd.json
275,Resume_5_Health_Information_Analyst_skills,medical data analyst,53.25,passthrough,84.0,48.0,51.0,9.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=53.25 between 50.0 and 70.0. Top drivers: ATS match=53, Skill match=84, Experience=48.",,,,ranked_Medical_Data_Analyst_parsed_jd.json
276,Resume_5_Health_Information_Analyst_skills,senior healthcare data analyst,53.25,passthrough,84.0,48.0,51.0,9.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=53.25 between 50.0 and 70.0. Top drivers: ATS match=53, Skill match=84, Experience=48.",,,,ranked_Senior_Healthcare_Data_Analyst_parsed_jd.json
277,Resume_5_Health_Information_Analyst_skills,clinical data analyst,53.25,passthrough,84.0,42.0,51.0,18.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=53.25 between 50.0 and 70.0. Top drivers: ATS match=53, Skill match=84, Experience=42.",,,,ranked_Clinical_Data_Analyst_parsed_jd.json
278,Resume_1_Healthcare_Data_Analyst_Junior_skills,health policy analyst,53.15,passthrough,90.0,37.0,53.0,13.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=53.15 between 50.0 and 70.0. Top drivers: ATS match=53, Skill match=90, Experience=37.",,,,ranked_Health_Policy_Analyst_parsed_jd.json
279,Amala_Resume_DS_DA_2026__skills,real world evidence (rwe) analyst,53.1,passthrough,90.0,44.0,36.0,15.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=53.1 between 50.0 and 70.0. Top drivers: ATS match=53, Skill match=90, Experience=44.",,,,Amala_Resume_DS_DA_2026__skills__Real-World_Evidence__RWE__Analyst_parsed_jd.json
280,Amala_Resume_DS_DA_2026__skills,public health analyst,53.1,passthrough,90.0,42.0,36.0,18.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=53.1 between 50.0 and 70.0. Top drivers: ATS match=53, Skill match=90, Experience=42.",,,,Amala_Resume_DS_DA_2026__skills__Public_Health_Analyst_parsed_jd.json
281,Resume_6_Data_Entry_Analyst_Healthcare_skills,biostatistician,53.1,passthrough,82.0,61.0,34.0,5.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=53.1 between 50.0 and 70.0. Top drivers: ATS match=53, Skill match=82, Experience=61.",,,,ranked_Biostatistician_parsed_jd.json
282,Resume_1_Healthcare_Data_Analyst_Junior_skills,healthcare bi (business intelligence) analyst,53.05,passthrough,90.0,36.0,53.0,14.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=53.05 between 50.0 and 70.0. Top drivers: ATS match=53, Skill match=90, Experience=36.",,,,ranked_Healthcare_BI_(Business_Intelligence)_Analyst_parsed_jd.json
283,Amala_Resume_DS_DA_2026__skills,healthcare operations analyst,53.0,passthrough,90.0,49.0,36.0,7.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=53.0 between 50.0 and 70.0. Top drivers: ATS match=53, Skill match=90, Experience=49.",,,,Amala_Resume_DS_DA_2026__skills__Healthcare_Operations_Analyst_parsed_jd.json
284,Amala_Resume_DS_DA_2026__skills,lead data analyst (healthcare),53.0,passthrough,90.0,47.0,36.0,10.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=53.0 between 50.0 and 70.0. Top drivers: ATS match=53, Skill match=90, Experience=47.",,,,Amala_Resume_DS_DA_2026__skills__Lead_Data_Analyst_Healthcare_parsed_jd.json
285,Resume_5_Health_Information_Analyst_skills,ehr implementation analyst,53.0,passthrough,84.0,44.0,51.0,42.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=53.0 between 50.0 and 70.0. Top drivers: ATS match=53, Skill match=84, Experience=44.",,,,ranked_EHR_Implementation_Analyst_parsed_jd.json
286,Resume_1_Healthcare_Data_Analyst_Junior_skills,healthcare analytics consultant,52.95,passthrough,90.0,37.0,53.0,12.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=52.95 between 50.0 and 70.0. Top drivers: ATS match=53, Skill match=90, Experience=37.",,,,ranked_Healthcare_Analytics_Consultant_parsed_jd.json
287,Resume_1_Healthcare_Data_Analyst_Junior_skills,health informatics specialist,52.95,passthrough,90.0,33.0,53.0,18.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=52.95 between 50.0 and 70.0. Top drivers: ATS match=53, Skill match=90, Experience=33.",,,,ranked_Health_Informatics_Specialist_parsed_jd.json
288,Resume_5_Health_Information_Analyst_skills,healthcare risk analyst,52.95,passthrough,84.0,49.0,51.0,6.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=52.95 between 50.0 and 70.0. Top drivers: ATS match=53, Skill match=84, Experience=49.",,,,ranked_Healthcare_Risk_Analyst_parsed_jd.json
289,Resume_5_Health_Information_Analyst_skills,telehealth data analyst,52.95,passthrough,84.0,47.0,51.0,9.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=52.95 between 50.0 and 70.0. Top drivers: ATS match=53, Skill match=84, Experience=47.",,,,ranked_Telehealth_Data_Analyst_parsed_jd.json
290,Amala_Resume_DS_DA_2026__skills,epidemiology data analyst,52.9,passthrough,90.0,44.0,36.0,14.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=52.9 between 50.0 and 70.0. Top drivers: ATS match=53, Skill match=90, Experience=44.",,,,Amala_Resume_DS_DA_2026__skills__Epidemiology_Data_Analyst_parsed_jd.json
291,Resume_3_Healthcare_Reporting_Analyst_skills,biostatistician,52.85,passthrough,90.0,42.0,53.0,4.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=52.85 between 50.0 and 70.0. Top drivers: ATS match=53, Skill match=90, Experience=42.",,,,ranked_Biostatistician_parsed_jd.json
292,Resume_1_Healthcare_Data_Analyst_Junior_skills,clinical research data analyst,52.85,passthrough,90.0,32.0,53.0,19.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=52.85 between 50.0 and 70.0. Top drivers: ATS match=53, Skill match=90, Experience=32.",,,,ranked_Clinical_Research_Data_Analyst_parsed_jd.json
293,Resume_4_Medical_Data_Analyst_skills,healthcare machine learning engineer,52.85,passthrough,90.0,11.0,46.0,25.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=52.85 between 50.0 and 70.0. Top drivers: ATS match=53, Skill match=90, Experience=11.",,,,ranked_Healthcare_Machine_Learning_Engineer_parsed_jd.json
294,Resume_5_Health_Information_Analyst_skills,public health analyst,52.85,passthrough,84.0,46.0,51.0,10.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=52.85 between 50.0 and 70.0. Top drivers: ATS match=53, Skill match=84, Experience=46.",,,,ranked_Public_Health_Analyst_parsed_jd.json
295,Resume_1_Healthcare_Data_Analyst_Junior_skills,medical data analyst,52.75,passthrough,90.0,37.0,53.0,11.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=52.75 between 50.0 and 70.0. Top drivers: ATS match=53, Skill match=90, Experience=37.",,,,ranked_Medical_Data_Analyst_parsed_jd.json
296,Resume_3_Healthcare_Reporting_Analyst_skills,head of health informatics,52.7,passthrough,90.0,46.0,53.0,10.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=52.7 between 50.0 and 70.0. Top drivers: ATS match=53, Skill match=90, Experience=46.",,,,ranked_Head_of_Health_Informatics_parsed_jd.json
297,Resume_5_Health_Information_Analyst_skills,healthcare ai analyst,52.65,passthrough,84.0,50.0,51.0,3.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=52.65 between 50.0 and 70.0. Top drivers: ATS match=53, Skill match=84, Experience=50.",,,,ranked_Healthcare_AI_Analyst_parsed_jd.json
298,Resume_5_Health_Information_Analyst_skills,population health analyst,52.65,passthrough,84.0,44.0,51.0,12.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=52.65 between 50.0 and 70.0. Top drivers: ATS match=53, Skill match=84, Experience=44.",,,,ranked_Population_Health_Analyst_parsed_jd.json
299,Amala_Resume_DS_DA_2026__skills,healthcare data integration specialist,52.6,passthrough,90.0,47.0,36.0,8.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=52.6 between 50.0 and 70.0. Top drivers: ATS match=53, Skill match=90, Experience=47.",,,,Amala_Resume_DS_DA_2026__skills__Healthcare_Data_Integration_Specialist_parsed_jd.json
300,Resume_1_Healthcare_Data_Analyst_Junior_skills,claims data analyst,52.55,passthrough,90.0,33.0,53.0,16.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=52.55 between 50.0 and 70.0. Top drivers: ATS match=53, Skill match=90, Experience=33.",,,,ranked_Claims_Data_Analyst_Insurance_parsed_jd.json
301,Resume_5_Health_Information_Analyst_skills,healthcare data science manager,52.5,passthrough,84.0,54.0,51.0,3.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=52.5 between 50.0 and 70.0. Top drivers: ATS match=52, Skill match=84, Experience=54.",,,,ranked_Healthcare_Data_Science_Manager_parsed_jd.json
302,Resume_1_Healthcare_Data_Analyst_Junior_skills,real world evidence (rwe) analyst,52.45,passthrough,90.0,26.0,53.0,26.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=52.45 between 50.0 and 70.0. Top drivers: ATS match=52, Skill match=90, Experience=26.",,,,ranked_Real-World_Evidence_(RWE)_Analyst_parsed_jd.json
303,Resume_5_Health_Information_Analyst_skills,ai specialist in healthcare analytics,52.45,passthrough,84.0,50.0,51.0,2.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=52.45 between 50.0 and 70.0. Top drivers: ATS match=52, Skill match=84, Experience=50.",,,,ranked_ai_specialist_in_healthcare_analytics_parsed_jd.json
304,Resume_3_Healthcare_Reporting_Analyst_skills,ehr implementation analyst,52.4,passthrough,90.0,55.0,53.0,9.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=52.4 between 50.0 and 70.0. Top drivers: ATS match=52, Skill match=90, Experience=55.",,,,ranked_EHR_Implementation_Analyst_parsed_jd.json
305,Resume_5_Health_Information_Analyst_skills,cost & utilization analyst,52.35,passthrough,84.0,47.0,51.0,6.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=52.35 between 50.0 and 70.0. Top drivers: ATS match=52, Skill match=84, Experience=47.",,,,ranked_cost_utilization_analyst_healthcare_parsed_jd.json
306,Resume_5_Health_Information_Analyst_skills,freelance healthcare data analyst,52.35,passthrough,84.0,45.0,51.0,9.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=52.35 between 50.0 and 70.0. Top drivers: ATS match=52, Skill match=84, Experience=45.",,,,ranked_Freelance_Healthcare_Data_Analyst_parsed_jd.json
307,Resume_5_Health_Information_Analyst_skills,healthcare data analyst,52.35,passthrough,84.0,45.0,51.0,9.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=52.35 between 50.0 and 70.0. Top drivers: ATS match=52, Skill match=84, Experience=45.",,,,ranked_Healthcare_Data_Analyst_parsed_jd.json
308,Amala_Resume_DS_DA_2026__skills,medical billing data analyst,52.3,passthrough,90.0,44.0,36.0,11.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=52.3 between 50.0 and 70.0. Top drivers: ATS match=52, Skill match=90, Experience=44.",,,,Amala_Resume_DS_DA_2026__skills__Medical_Billing_Data_Analyst_parsed_jd.json
309,Amala_Resume_DS_DA_2026__skills,healthcare outcomes analyst,52.2,passthrough,90.0,45.0,36.0,9.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=52.2 between 50.0 and 70.0. Top drivers: ATS match=52, Skill match=90, Experience=45.",,,,Amala_Resume_DS_DA_2026__skills__Healthcare_Outcomes_Analyst_parsed_jd.json
310,Resume_1_Healthcare_Data_Analyst_Junior_skills,revenue cycle data analyst,52.15,passthrough,90.0,37.0,53.0,8.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=52.15 between 50.0 and 70.0. Top drivers: ATS match=52, Skill match=90, Experience=37.",,,,ranked_Revenue_Cycle_Analyst_parsed_jd.json
311,Amala_Resume_DS_DA_2026__skills,healthcare program analyst,52.1,passthrough,90.0,44.0,36.0,10.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=52.1 between 50.0 and 70.0. Top drivers: ATS match=52, Skill match=90, Experience=44.",,,,Amala_Resume_DS_DA_2026__skills__Healthcare_Program_Analyst_parsed_jd.json
312,Amala_Resume_DS_DA_2026__skills,healthcare performance analyst,52.0,passthrough,90.0,45.0,36.0,8.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=52.0 between 50.0 and 70.0. Top drivers: ATS match=52, Skill match=90, Experience=45.",,,,Amala_Resume_DS_DA_2026__skills__Healthcare_Performance_Analyst_parsed_jd.json
313,Amala_Resume_DS_DA_2026__skills,public health data analyst (entry-level),52.0,passthrough,90.0,41.0,36.0,14.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=52.0 between 50.0 and 70.0. Top drivers: ATS match=52, Skill match=90, Experience=41.",,,,Amala_Resume_DS_DA_2026__skills__public_health_data_analyst_entrylevel_parsed_jd.json
314,Amala_Resume_DS_DA_2026__skills,freelance healthcare data analyst,52.0,passthrough,90.0,37.0,36.0,20.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=52.0 between 50.0 and 70.0. Top drivers: ATS match=52, Skill match=90, Experience=37.",,,,Amala_Resume_DS_DA_2026__skills__Freelance_Healthcare_Data_Analyst_parsed_jd.json
315,Resume_3_Healthcare_Reporting_Analyst_skills,clinical trials data manager,51.9,passthrough,90.0,44.0,53.0,10.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=51.9 between 50.0 and 70.0. Top drivers: ATS match=52, Skill match=90, Experience=44.",,,,ranked_Clinical_Trials_Data_Manager_parsed_jd.json
316,Amala_Resume_DS_DA_2026__skills,epidemiologist,51.9,passthrough,90.0,42.0,36.0,12.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=51.9 between 50.0 and 70.0. Top drivers: ATS match=52, Skill match=90, Experience=42.",,,,Amala_Resume_DS_DA_2026__skills__epidemiologist_datafocused_parsed_jd.json
317,Resume_5_Health_Information_Analyst_skills,healthcare analytics manager,51.9,passthrough,84.0,52.0,51.0,4.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=51.9 between 50.0 and 70.0. Top drivers: ATS match=52, Skill match=84, Experience=52.",,,,ranked_Healthcare_Analytics_Manager_parsed_jd.json
318,Resume_5_Health_Information_Analyst_skills,healthcare analytics consultant,51.85,passthrough,84.0,46.0,51.0,5.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=51.85 between 50.0 and 70.0. Top drivers: ATS match=52, Skill match=84, Experience=46.",,,,ranked_Healthcare_Analytics_Consultant_parsed_jd.json
319,Resume_5_Health_Information_Analyst_skills,healthcare outcomes analyst,51.85,passthrough,84.0,44.0,51.0,8.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=51.85 between 50.0 and 70.0. Top drivers: ATS match=52, Skill match=84, Experience=44.",,,,ranked_Healthcare_Outcomes_Analyst_parsed_jd.json
320,Resume_5_Health_Information_Analyst_skills,patient experience analyst,51.85,passthrough,84.0,40.0,51.0,14.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=51.85 between 50.0 and 70.0. Top drivers: ATS match=52, Skill match=84, Experience=40.",,,,ranked_Patient_Experience_Analyst_parsed_jd.json
321,Amala_Resume_DS_DA_2026__skills,healthcare analytics manager,51.8,passthrough,90.0,52.0,36.0,2.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=51.8 between 50.0 and 70.0. Top drivers: ATS match=52, Skill match=90, Experience=52.",,,,Amala_Resume_DS_DA_2026__skills__Healthcare_Analytics_Manager_parsed_jd.json
322,Amala_Resume_DS_DA_2026__skills,healthcare reporting analyst,51.8,passthrough,90.0,45.0,36.0,7.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=51.8 between 50.0 and 70.0. Top drivers: ATS match=52, Skill match=90, Experience=45.",,,,Amala_Resume_DS_DA_2026__skills__Healthcare_Reporting_Analyst_parsed_jd.json
323,Amala_Resume_DS_DA_2026__skills,global health data analyst,51.8,passthrough,90.0,41.0,36.0,13.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=51.8 between 50.0 and 70.0. Top drivers: ATS match=52, Skill match=90, Experience=41.",,,,Amala_Resume_DS_DA_2026__skills__Global_Health_Data_Analyst_parsed_jd.json
324,Amala_Resume_DS_DA_2026__skills,healthcare data analyst,51.8,passthrough,90.0,37.0,36.0,19.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=51.8 between 50.0 and 70.0. Top drivers: ATS match=52, Skill match=90, Experience=37.",,,,Amala_Resume_DS_DA_2026__skills__Healthcare_Data_Analyst_parsed_jd.json
325,Resume_4_Medical_Data_Analyst_skills,data entry analyst (healthcare),51.8,passthrough,90.0,8.0,46.0,17.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=51.8 between 50.0 and 70.0. Top drivers: ATS match=52, Skill match=90, Experience=8.",,,,ranked_Data_Entry_Analyst_Healthcare_parsed_jd.json
326,Resume_1_Healthcare_Data_Analyst_Junior_skills,predictive analytics specialist,51.75,passthrough,90.0,33.0,53.0,12.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=51.75 between 50.0 and 70.0. Top drivers: ATS match=52, Skill match=90, Experience=33.",,,,ranked_Predictive_Analytics_Specialist_parsed_jd.json
327,Resume_5_Health_Information_Analyst_skills,healthcare bi (business intelligence) analyst,51.75,passthrough,84.0,45.0,51.0,6.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=51.75 between 50.0 and 70.0. Top drivers: ATS match=52, Skill match=84, Experience=45.",,,,ranked_Healthcare_BI_(Business_Intelligence)_Analyst_parsed_jd.json
328,Amala_Resume_DS_DA_2026__skills,cost & utilization analyst,51.7,passthrough,90.0,44.0,36.0,8.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=51.7 between 50.0 and 70.0. Top drivers: ATS match=52, Skill match=90, Experience=44.",,,,Amala_Resume_DS_DA_2026__skills__cost_utilization_analyst_healthcare_parsed_jd.json
329,Amala_Resume_DS_DA_2026__skills,clinical data analyst,51.7,passthrough,90.0,42.0,36.0,11.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=51.7 between 50.0 and 70.0. Top drivers: ATS match=52, Skill match=90, Experience=42.",,,,Amala_Resume_DS_DA_2026__skills__Clinical_Data_Analyst_parsed_jd.json
330,Amala_Resume_DS_DA_2026__skills,population health analyst,51.7,passthrough,90.0,42.0,36.0,11.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=51.7 between 50.0 and 70.0. Top drivers: ATS match=52, Skill match=90, Experience=42.",,,,Amala_Resume_DS_DA_2026__skills__Population_Health_Analyst_parsed_jd.json
331,Amala_Resume_DS_DA_2026__skills,revenue cycle data analyst,51.7,passthrough,90.0,42.0,36.0,11.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=51.7 between 50.0 and 70.0. Top drivers: ATS match=52, Skill match=90, Experience=42.",,,,Amala_Resume_DS_DA_2026__skills__Revenue_Cycle_Data_Analyst_parsed_jd.json
332,Resume_1_Healthcare_Data_Analyst_Junior_skills,medical billing data analyst,51.65,passthrough,90.0,30.0,53.0,16.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=51.65 between 50.0 and 70.0. Top drivers: ATS match=52, Skill match=90, Experience=30.",,,,ranked_Medical_Billing_Data_Analyst_parsed_jd.json
333,Amala_Resume_DS_DA_2026__skills,telehealth data analyst,51.6,passthrough,90.0,41.0,36.0,12.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=51.6 between 50.0 and 70.0. Top drivers: ATS match=52, Skill match=90, Experience=41.",,,,Amala_Resume_DS_DA_2026__skills__Telehealth_Data_Analyst_parsed_jd.json
334,Resume_1_Healthcare_Data_Analyst_Junior_skills,epidemiology data analyst,51.55,passthrough,90.0,29.0,53.0,17.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=51.55 between 50.0 and 70.0. Top drivers: ATS match=52, Skill match=90, Experience=29.",,,,ranked_Epidemiology_Data_Analyst_parsed_jd.json
335,Amala_Resume_DS_DA_2026__skills,quality improvement analyst (healthcare),51.5,passthrough,90.0,44.0,36.0,7.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=51.5 between 50.0 and 70.0. Top drivers: ATS match=52, Skill match=90, Experience=44.",,,,Amala_Resume_DS_DA_2026__skills__quality_improvement_analyst__healthcare__parsed_jd.json
336,Resume_5_Health_Information_Analyst_skills,healthcare statistician,51.45,passthrough,84.0,44.0,51.0,6.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=51.45 between 50.0 and 70.0. Top drivers: ATS match=51, Skill match=84, Experience=44.",,,,ranked_healthcare_statistician_biostatistician_parsed_jd.json
337,Amala_Resume_DS_DA_2026__skills,claims data analyst,51.4,passthrough,90.0,43.0,36.0,8.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=51.4 between 50.0 and 70.0. Top drivers: ATS match=51, Skill match=90, Experience=43.",,,,Amala_Resume_DS_DA_2026__skills__Claims_Data_Analyst_Insurance_parsed_jd.json
338,Amala_Resume_DS_DA_2026__skills,medical data analyst,51.3,passthrough,90.0,42.0,36.0,9.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=51.3 between 50.0 and 70.0. Top drivers: ATS match=51, Skill match=90, Experience=42.",,,,Amala_Resume_DS_DA_2026__skills__Medical_Data_Analyst_parsed_jd.json
339,Amala_Resume_DS_DA_2026__skills,senior clinical data analyst,51.3,passthrough,90.0,40.0,36.0,12.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=51.3 between 50.0 and 70.0. Top drivers: ATS match=51, Skill match=90, Experience=40.",,,,Amala_Resume_DS_DA_2026__skills__Senior_Clinical_Data_Analyst_parsed_jd.json
340,Resume_5_Health_Information_Analyst_skills,quality improvement analyst (healthcare),51.25,passthrough,84.0,44.0,51.0,5.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=51.25 between 50.0 and 70.0. Top drivers: ATS match=51, Skill match=84, Experience=44.",,,,ranked_quality_improvement_analyst_(healthcare)_parsed_jd.json
341,Resume_5_Health_Information_Analyst_skills,data analytics trainer,51.25,passthrough,84.0,42.0,51.0,8.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=51.25 between 50.0 and 70.0. Top drivers: ATS match=51, Skill match=84, Experience=42.",,,,ranked_Data_Analytics_Trainer_Healthcare_parsed_jd.json
342,Resume_5_Health_Information_Analyst_skills,medical billing data analyst,51.25,passthrough,84.0,40.0,51.0,11.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=51.25 between 50.0 and 70.0. Top drivers: ATS match=51, Skill match=84, Experience=40.",,,,ranked_Medical_Billing_Data_Analyst_parsed_jd.json
343,Amala_Resume_DS_DA_2026__skills,wearable health data analyst,51.2,passthrough,90.0,43.0,36.0,7.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=51.2 between 50.0 and 70.0. Top drivers: ATS match=51, Skill match=90, Experience=43.",,,,Amala_Resume_DS_DA_2026__skills__Wearable_Health_Data_Analyst_parsed_jd.json
344,Resume_5_Health_Information_Analyst_skills,predictive analytics specialist,51.15,passthrough,84.0,45.0,51.0,3.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=51.15 between 50.0 and 70.0. Top drivers: ATS match=51, Skill match=84, Experience=45.",,,,ranked_Predictive_Analytics_Specialist_parsed_jd.json
345,Amala_Resume_DS_DA_2026__skills,health information analyst,51.0,passthrough,90.0,47.0,36.0,0.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=51.0 between 50.0 and 70.0. Top drivers: ATS match=51, Skill match=90, Experience=47.",,,,Amala_Resume_DS_DA_2026__skills__Health_Information_Analyst_parsed_jd.json
