rank,resume_id,jd_id,job_role,final_score,skill_match,experience_relevance,education_alignment,semantic_similarity,weight_strategy,rating,recommendation,priority
449,Resume_7_Health_Informatics_Analyst_skills,Health_Information_Analyst_parsed_jd,health information analyst,44.35,80,13,35,36,default,Poor Fit,Not recommended for this role,Reject
450,Resume_4_Medical_Data_Analyst_skills,Healthcare_Analytics_Consultant_parsed_jd,healthcare analytics consultant,44.3,90,11,46,13,default,Poor Fit,Not recommended for this role,Reject
451,Resume_4_Medical_Data_Analyst_skills,Telehealth_Data_Analyst_parsed_jd,telehealth data analyst,44.3,90,13,46,10,mid_level,Poor Fit,Not recommended for this role,Reject
452,Resume_4_Medical_Data_Analyst_skills,Data_Analytics_Trainer_Healthcare_parsed_jd,data analytics trainer,44.2,90,8,46,17,default,Poor Fit,Not recommended for this role,Reject
453,Resume_4_Medical_Data_Analyst_skills,Healthcare_Business_Analyst_parsed_jd,healthcare business analyst,44.1,90,11,46,12,mid_level,Poor Fit,Not recommended for this role,Reject
454,Resume_4_Medical_Data_Analyst_skills,Healthcare_Program_Analyst_parsed_jd,healthcare program analyst,44.1,90,7,46,18,default,Poor Fit,Not recommended for this role,Reject
455,Resume_4_Medical_Data_Analyst_skills,Lead_Data_Analyst_Healthcare_parsed_jd,lead data analyst (healthcare),44.1,90,9,46,15,mid_level,Poor Fit,Not recommended for this role,Reject
456,Resume_7_Health_Informatics_Analyst_skills,Data_Entry_Analyst_Healthcare_parsed_jd,data entry analyst (healthcare),44.05,80,14,35,12,fresher,Poor Fit,Not recommended for this role,Reject
457,Resume_7_Health_Informatics_Analyst_skills,Healthcare_Dashboard_Developer_parsed_jd,healthcare dashboard developer,43.95,80,9,35,11,technical,Poor Fit,Not recommended for this role,Reject
458,Resume_4_Medical_Data_Analyst_skills,Clinical_Informatics_Analyst_parsed_jd,clinical informatics analyst,43.9,90,9,46,14,default,Poor Fit,Not recommended for this role,Reject
459,Resume_4_Medical_Data_Analyst_skills,Healthcare_Performance_Analyst_parsed_jd,healthcare performance analyst,43.9,90,9,46,14,default,Poor Fit,Not recommended for this role,Reject
460,Resume_7_Health_Informatics_Analyst_skills,Healthcare_Business_Analyst_parsed_jd,healthcare business analyst,43.85,80,18,35,26,mid_level,Poor Fit,Not recommended for this role,Reject
461,Resume_4_Medical_Data_Analyst_skills,Health_Informatics_Specialist_parsed_jd,health informatics specialist,43.7,90,7,46,16,default,Poor Fit,Not recommended for this role,Reject
462,Resume_4_Medical_Data_Analyst_skills,Healthcare_Outcomes_Analyst_parsed_jd,healthcare outcomes analyst,43.7,90,7,46,16,default,Poor Fit,Not recommended for this role,Reject
463,Resume_4_Medical_Data_Analyst_skills,Healthcare BI (Business Intelligence) Analyst_parsed_jd,healthcare bi (business intelligence) analyst,43.5,90,11,46,9,default,Poor Fit,Not recommended for this role,Reject
464,Resume_4_Medical_Data_Analyst_skills,Healthcare_Reporting_Analyst_parsed_jd,healthcare reporting analyst,43.5,90,9,46,12,default,Poor Fit,Not recommended for this role,Reject
465,Resume_7_Health_Informatics_Analyst_skills,Global_Health_Data_Analyst_parsed_jd,global health data analyst,43.45,80,20,35,21,mid_level,Poor Fit,Not recommended for this role,Reject
466,Resume_1_Healthcare_Data_Analyst_Junior_skills,EHR_Implementation_Analyst_parsed_jd,ehr implementation analyst,43.4,90,27,53,20,non_tech,Poor Fit,Not recommended for this role,Reject
467,Resume_1_Healthcare_Data_Analyst_Junior_skills,Head_of_Health_Informatics_parsed_jd,head of health informatics,43.3,90,20,53,15,senior,Poor Fit,Not recommended for this role,Reject
468,Resume_4_Medical_Data_Analyst_skills,Digital_Health_Analyst_parsed_jd,digital health analyst,43.3,90,7,46,14,default,Poor Fit,Not recommended for this role,Reject
469,Amala_Resume_DS_DA_2026__skills,EHR_Implementation_Analyst_parsed_jd,ehr implementation analyst,43.2,90,45,36,0,non_tech,Poor Fit,Not recommended for this role,Reject
470,Resume_4_Medical_Data_Analyst_skills,Healthcare_Financial_Analyst_parsed_jd,healthcare financial analyst,43.1,90,7,46,13,default,Poor Fit,Not recommended for this role,Reject
471,Resume_4_Medical_Data_Analyst_skills,ai specialist in healthcare analytics_parsed_jd,ai specialist in healthcare analytics,42.5,90,7,46,10,default,Poor Fit,Not recommended for this role,Reject
472,Resume_7_Health_Informatics_Analyst_skills,Remote_Clinical_Data_Analyst_parsed_jd,remote clinical data analyst,42.45,80,10,35,31,mid_level,Poor Fit,Not recommended for this role,Reject
473,Resume_7_Health_Informatics_Analyst_skills,public_health_data_analyst_entrylevel_parsed_jd,public health data analyst (entry-level),42.25,80,18,35,18,mid_level,Poor Fit,Not recommended for this role,Reject
474,Resume_7_Health_Informatics_Analyst_skills,Head_of_Health_Informatics_parsed_jd,head of health informatics,42.1,80,11,35,51,senior,Poor Fit,Not recommended for this role,Reject
475,Resume_7_Health_Informatics_Analyst_skills,healthcare data analyst (junior)_parsed_jd,healthcare data analyst (junior),41.95,80,19,35,15,mid_level,Poor Fit,Not recommended for this role,Reject
476,Resume_7_Health_Informatics_Analyst_skills,Senior_Clinical_Data_Analyst_parsed_jd,senior clinical data analyst,41.85,80,10,35,28,mid_level,Poor Fit,Not recommended for this role,Reject
477,Resume_4_Medical_Data_Analyst_skills,Health_Policy_Analyst_parsed_jd,health policy analyst,41.6,90,8,46,4,default,Poor Fit,Not recommended for this role,Reject
478,Resume_7_Health_Informatics_Analyst_skills,Lead_Data_Analyst_Healthcare_parsed_jd,lead data analyst (healthcare),41.35,80,19,35,12,mid_level,Poor Fit,Not recommended for this role,Reject
479,Resume_7_Health_Informatics_Analyst_skills,Health_Policy_Analyst_parsed_jd,health policy analyst,40.85,80,16,35,14,default,Poor Fit,Not recommended for this role,Reject
480,Resume_7_Health_Informatics_Analyst_skills,Population_Health_Analyst_parsed_jd,population health analyst,40.75,80,11,35,21,default,Poor Fit,Not recommended for this role,Reject
481,Resume_7_Health_Informatics_Analyst_skills,Health_Information_Systems_Analyst_parsed_jd,health information systems analyst,40.35,80,17,35,10,default,Poor Fit,Not recommended for this role,Reject
482,Resume_7_Health_Informatics_Analyst_skills,Clinical_Data_Analyst_parsed_jd,clinical data analyst,40.25,80,8,35,23,mid_level,Poor Fit,Not recommended for this role,Reject
483,Resume_7_Health_Informatics_Analyst_skills,Public_Health_Analyst_parsed_jd,public health analyst,40.25,80,12,35,17,default,Poor Fit,Not recommended for this role,Reject
484,Resume_7_Health_Informatics_Analyst_skills,Senior_Healthcare_Data_Analyst_parsed_jd,senior healthcare data analyst,40.25,80,14,35,14,mid_level,Poor Fit,Not recommended for this role,Reject
485,Resume_7_Health_Informatics_Analyst_skills,Medical_Billing_Data_Analyst_parsed_jd,medical billing data analyst,40.05,80,14,35,13,mid_level,Poor Fit,Not recommended for this role,Reject
486,Resume_7_Health_Informatics_Analyst_skills,Healthcare_Outcomes_Analyst_parsed_jd,healthcare outcomes analyst,39.95,80,15,35,11,default,Poor Fit,Not recommended for this role,Reject
487,Resume_7_Health_Informatics_Analyst_skills,Telehealth_Data_Analyst_parsed_jd,telehealth data analyst,39.95,80,15,35,11,mid_level,Poor Fit,Not recommended for this role,Reject
488,Resume_7_Health_Informatics_Analyst_skills,Healthcare BI (Business Intelligence) Analyst_parsed_jd,healthcare bi (business intelligence) analyst,39.85,80,18,35,6,default,Poor Fit,Not recommended for this role,Reject
489,Resume_7_Health_Informatics_Analyst_skills,healthcare_statistician_biostatistician_parsed_jd,healthcare statistician,39.85,80,14,35,12,default,Poor Fit,Not recommended for this role,Reject
490,Resume_7_Health_Informatics_Analyst_skills,Healthcare_Program_Analyst_parsed_jd,healthcare program analyst,39.65,80,14,35,11,default,Poor Fit,Not recommended for this role,Reject
491,Resume_4_Medical_Data_Analyst_skills,Head_of_Health_Informatics_parsed_jd,head of health informatics,39.6,90,13,46,14,senior,Poor Fit,Not recommended for this role,Reject
492,Resume_7_Health_Informatics_Analyst_skills,Genomics_Data_Analyst_parsed_jd,genomics data analyst,39.55,80,13,35,12,mid_level,Poor Fit,Not recommended for this role,Reject
493,Resume_7_Health_Informatics_Analyst_skills,Healthcare_Data_Analyst_parsed_jd,healthcare data analyst,39.55,80,11,35,15,mid_level,Poor Fit,Not recommended for this role,Reject
494,Resume_7_Health_Informatics_Analyst_skills,Healthcare_Reporting_Analyst_parsed_jd,healthcare reporting analyst,39.45,80,14,35,10,default,Poor Fit,Not recommended for this role,Reject
495,Resume_4_Medical_Data_Analyst_skills,Healthcare_Data_Science_Manager_parsed_jd,healthcare data science manager,39.4,90,9,46,21,senior,Poor Fit,Not recommended for this role,Reject
496,Resume_7_Health_Informatics_Analyst_skills,Freelance_Healthcare_Data_Analyst_parsed_jd,freelance healthcare data analyst,39.35,80,11,35,14,mid_level,Poor Fit,Not recommended for this role,Reject
497,Resume_7_Health_Informatics_Analyst_skills,Medical_Data_Analyst_parsed_jd,medical data analyst,39.35,80,13,35,11,mid_level,Poor Fit,Not recommended for this role,Reject
498,Resume_7_Health_Informatics_Analyst_skills,Revenue_Cycle_Analyst_parsed_jd,revenue cycle data analyst,39.35,80,17,35,5,mid_level,Poor Fit,Not recommended for this role,Reject
499,Resume_7_Health_Informatics_Analyst_skills,quality improvement analyst (healthcare)_parsed_jd,quality improvement analyst (healthcare),39.25,80,14,35,9,default,Poor Fit,Not recommended for this role,Reject
500,Resume_7_Health_Informatics_Analyst_skills,EHR_Implementation_Analyst_parsed_jd,ehr implementation analyst,39.2,80,14,35,53,non_tech,Poor Fit,Not recommended for this role,Reject
501,Resume_7_Health_Informatics_Analyst_skills,Clinical_Research_Data_Analyst_parsed_jd,clinical research data analyst,39.15,80,7,35,19,mid_level,Poor Fit,Not recommended for this role,Reject
502,Resume_7_Health_Informatics_Analyst_skills,Healthcare_Risk_Analyst_parsed_jd,healthcare risk analyst,39.15,80,15,35,7,default,Poor Fit,Not recommended for this role,Reject
503,Resume_7_Health_Informatics_Analyst_skills,Healthcare_Financial_Analyst_parsed_jd,healthcare financial analyst,39.05,80,14,35,8,default,Poor Fit,Not recommended for this role,Reject
504,Resume_7_Health_Informatics_Analyst_skills,Insurance_Claims_Analyst_parsed_jd,insurance claims analyst,39.05,80,14,35,8,default,Poor Fit,Not recommended for this role,Reject
505,Resume_7_Health_Informatics_Analyst_skills,Epidemiology_Data_Analyst_parsed_jd,epidemiology data analyst,38.95,80,13,35,9,mid_level,Poor Fit,Not recommended for this role,Reject
506,Resume_7_Health_Informatics_Analyst_skills,Healthcare_Analytics_Consultant_parsed_jd,healthcare analytics consultant,38.95,80,13,35,9,default,Poor Fit,Not recommended for this role,Reject
507,Resume_7_Health_Informatics_Analyst_skills,Healthcare_Operations_Analyst_parsed_jd,healthcare operations analyst,38.95,80,13,35,9,default,Poor Fit,Not recommended for this role,Reject
508,Resume_7_Health_Informatics_Analyst_skills,Patient_Experience_Analyst_parsed_jd,patient experience analyst,38.95,80,13,35,9,default,Poor Fit,Not recommended for this role,Reject
509,Resume_7_Health_Informatics_Analyst_skills,Chief_Data_Officer_Healthcare_parsed_jd,chief data officer,38.85,80,12,35,10,default,Poor Fit,Not recommended for this role,Reject
510,Resume_7_Health_Informatics_Analyst_skills,Healthcare_AI_Analyst_parsed_jd,healthcare ai analyst,38.85,80,16,35,4,default,Poor Fit,Not recommended for this role,Reject
511,Resume_7_Health_Informatics_Analyst_skills,Healthcare_Performance_Analyst_parsed_jd,healthcare performance analyst,38.85,80,12,35,10,default,Poor Fit,Not recommended for this role,Reject
512,Resume_4_Medical_Data_Analyst_skills,Clinical_Trials_Data_Manager_parsed_jd,clinical trials data manager,38.8,90,10,46,16,senior,Poor Fit,Not recommended for this role,Reject
513,Resume_7_Health_Informatics_Analyst_skills,Revenue_Cycle_Data_Analyst_parsed_jd,revenue cycle data analyst,38.55,80,13,35,7,mid_level,Poor Fit,Not recommended for this role,Reject
514,Resume_7_Health_Informatics_Analyst_skills,Biostatistician_parsed_jd,biostatistician,38.35,80,11,35,9,default,Poor Fit,Not recommended for this role,Reject
515,Resume_7_Health_Informatics_Analyst_skills,Claims_Data_Analyst_Insurance_parsed_jd,claims data analyst,38.35,80,11,35,9,mid_level,Poor Fit,Not recommended for this role,Reject
516,Resume_7_Health_Informatics_Analyst_skills,Data_Analytics_Trainer_Healthcare_parsed_jd,data analytics trainer,38.15,80,9,35,11,default,Poor Fit,Not recommended for this role,Reject
517,Resume_7_Health_Informatics_Analyst_skills,fraud_compliance_analyst_parsed_jd,fraud & compliance analyst,38.15,80,11,35,8,default,Poor Fit,Not recommended for this role,Reject
518,Resume_7_Health_Informatics_Analyst_skills,epidemiologist_datafocused_parsed_jd,epidemiologist,37.95,80,11,35,7,default,Poor Fit,Not recommended for this role,Reject
519,Resume_7_Health_Informatics_Analyst_skills,ai specialist in healthcare analytics_parsed_jd,ai specialist in healthcare analytics,37.65,80,12,35,4,default,Poor Fit,Not recommended for this role,Reject
520,Resume_4_Medical_Data_Analyst_skills,Healthcare_Analytics_Manager_parsed_jd,healthcare analytics manager,37.6,90,9,46,12,senior,Poor Fit,Not recommended for this role,Reject
521,Resume_7_Health_Informatics_Analyst_skills,Predictive_Analytics_Specialist_parsed_jd,predictive analytics specialist,37.25,80,10,35,5,default,Poor Fit,Not recommended for this role,Reject
522,Resume_7_Health_Informatics_Analyst_skills,cost_utilization_analyst_healthcare_parsed_jd,cost & utilization analyst,37.15,80,7,35,9,default,Poor Fit,Not recommended for this role,Reject
523,Resume_4_Medical_Data_Analyst_skills,Director_of_Healthcare_Analytics_parsed_jd,director of healthcare analytics,36.6,90,6,46,13,senior,Poor Fit,Not recommended for this role,Reject
524,Resume_4_Medical_Data_Analyst_skills,EHR_Implementation_Analyst_parsed_jd,ehr implementation analyst,34.8,90,13,46,12,non_tech,Poor Fit,Not recommended for this role,Reject
525,Resume_7_Health_Informatics_Analyst_skills,Healthcare_Analytics_Manager_parsed_jd,healthcare analytics manager,34.1,80,13,35,7,senior,Poor Fit,Not recommended for this role,Reject
526,Resume_7_Health_Informatics_Analyst_skills,Director_of_Healthcare_Analytics_parsed_jd,director of healthcare analytics,33.9,80,13,35,6,senior,Poor Fit,Not recommended for this role,Reject
527,Resume_7_Health_Informatics_Analyst_skills,Healthcare_Data_Science_Manager_parsed_jd,healthcare data science manager,33.3,80,12,35,5,senior,Poor Fit,Not recommended for this role,Reject
528,Resume_7_Health_Informatics_Analyst_skills,Clinical_Trials_Data_Manager_parsed_jd,clinical trials data manager,32.7,80,3,35,20,senior,Poor Fit,Not recommended for this role,Reject
